Année,Diplôme,situation,Genre,Disciplines,Code du domaine,Domaine ciblé,Domaine,Code de la discipline,Discipline,Code du secteur disciplinaire,Secteur disciplinaire,Taux d’insertion,Part des emplois de niveau cadre ou profession intermédiaire,Part des emplois de niveau cadre,% emplois extérieurs à la région de l’université,Part des emplois stables,Part des emplois à temps plein,Salaire net mensuel médian des emplois à temps plein,Salaire brut annuel estimé,Premier quartile des salaires nets mensuels des emplois à temps plein,Dernier quartile des salaires nets mensuels des emplois à temps plein,Part des diplômés boursiers dans la discipline,Taux de chômage national
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,88,76,50,48,68,80,1670,26000,1400,2030,40,8.5
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_06,Langues et littératures françaises,82,62,29,41,46,79,1350,21100,1220,1650,42,7.8
2013-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_06,Langues et littératures françaises,87,ns,ns,ns,ns,ns,ns,ns,ns,ns,39,9.9
2014-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_06,Langues et littératures françaises,90,69,51,38,64,85,1600,25000,1300,1850,32,9.3
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_06,Langues et littératures françaises,83,62,36,30,38,74,1500,26500,ns,ns,43,7.2
2013-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_07,Langues étrangères appliquées,90,79,41,54,76,96,1800,28100,1530,2110,46,9.9
2014-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_07,Langues étrangères appliquées,84,70,44,55,76,98,1870,29100,1530,2300,48,9.3
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_07,Langues étrangères appliquées,84,77,33,58,62,95,1600,25000,1400,1950,43,8.5
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_07,Langues étrangères appliquées,88,81,42,58,77,95,1800,28100,1500,2100,43,8.5
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_08,Littérature générale et comparée,87,75,58,29,52,75,ns,ns,ns,ns,47,9.3
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_08,Littérature générale et comparée,78,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,8.5
2013-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_09,"Sciences du langage, linguistique",91,81,54,43,56,79,1730,27000,1410,2030,33,9.9
2013-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_09,"Sciences du langage, linguistique",92,82,54,41,56,80,1700,26500,1400,2030,33,9.9
2019-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_09,"Sciences du langage, linguistique",62,ns,ns,ns,ns,ns,ns,ns,ns,ns,46,7.2
2020-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_09,"Sciences du langage, linguistique",91,82,56,61,48,76,1600,27400,1380,1950,47,6.9
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_09,"Sciences du langage, linguistique",86,84,53,61,46,78,1470,24900,1300,1850,43,7.2
2020-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_09,"Sciences du langage, linguistique",87,84,57,60,47,68,ns,ns,ns,ns,52,6.9
2011-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,88,76,55,52,75,91,1740,27200,1500,2010,29,9.7
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,94,72,49,56,71,86,1700,26500,1450,2040,31,8.6
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,94,70,46,56,74,86,1700,26500,1400,2110,32,8.6
2013-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_11,"Pluridisciplinaire lettres, langues, sciences humaines",86,71,41,38,57,83,1620,25300,1340,2000,36,9.9
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_11,"Pluridisciplinaire lettres, langues, sciences humaines",86,84,48,38,55,85,1680,26300,1380,1900,40,7.8
2014-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_11,"Pluridisciplinaire lettres, langues, sciences humaines",89,68,45,45,60,85,1570,24500,1250,1840,43,9.3
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_11,"Pluridisciplinaire lettres, langues, sciences humaines",86,62,40,45,41,84,1500,23400,1300,1800,43,9.3
2019-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_11,"Pluridisciplinaire lettres, langues, sciences humaines",77,68,37,35,48,77,ns,25200,ns,ns,48,7.2
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_11,"Pluridisciplinaire lettres, langues, sciences humaines",86,60,39,44,57,89,1520,23700,1350,1930,39,8.6
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_11,"Pluridisciplinaire lettres, langues, sciences humaines",86,78,52,44,66,89,1700,26500,1350,2000,38,8.5
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_12,"Pluridisciplinaire lettres, sciences du langage, arts",90,69,29,39,60,80,1600,25000,1320,1940,45,7.2
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_12,"Pluridisciplinaire lettres, sciences du langage, arts",73,46,9,44,46,76,ns,ns,ns,ns,44,6.9
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_12,"Pluridisciplinaire lettres, sciences du langage, arts",83,72,40,38,44,74,1490,23200,1280,1700,41,8.5
2011-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_12,"Pluridisciplinaire lettres, sciences du langage, arts",86,83,59,43,68,81,1700,26500,1300,1850,29,9.7
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_12,"Pluridisciplinaire lettres, sciences du langage, arts",83,82,45,42,66,83,1500,23400,1300,1750,40,8.5
2012-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_12,"Pluridisciplinaire lettres, sciences du langage, arts",80,69,54,43,57,74,1700,26500,1300,1800,22,10.1
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_12,"Pluridisciplinaire lettres, sciences du langage, arts",78,48,27,46,32,68,1400,21800,1200,1620,41,8.6
2015-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_12,"Pluridisciplinaire lettres, sciences du langage, arts",69,ns,ns,ns,ns,ns,ns,ns,ns,ns,40,8.6
2018-01-01,MASTER LMD,18 mois après le diplôme,hommes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,84,86,62,38,52,91,1800,28100,1500,2100,34,7.8
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,83,76,51,37,43,77,1550,24200,1350,1840,34,9.3
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,85,84,60,38,49,82,1700,28100,1490,1990,40,7.2
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Histoire-géographie>Histoire-géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08,Histoire-géographie,77,68,39,37,37,82,1550,24200,1300,1810,36,8.6
2014-01-01,MASTER LMD,30 mois après le diplôme,femmes,Sciences humaines et sociales>Histoire-géographie>Histoire,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_01,Histoire,82,60,28,39,48,83,1500,23400,1260,1750,37,9.3
2014-01-01,MASTER LMD,18 mois après le diplôme,hommes,Sciences humaines et sociales>Histoire-géographie>Histoire,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_01,Histoire,74,67,47,33,44,86,1500,23400,1250,1800,35,9.3
2020-01-01,MASTER LMD,18 mois après le diplôme,femmes,Sciences humaines et sociales>Histoire-géographie>Histoire,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_01,Histoire,78,64,23,48,34,80,1500,25700,1350,1710,42,6.9
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes,Sciences humaines et sociales>Histoire-géographie>Histoire,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_01,Histoire,77,55,25,36,26,72,1400,21800,1240,1610,40,8.6
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes,Sciences humaines et sociales>Histoire-géographie>Géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_02,Géographie,91,84,55,44,52,90,1750,27300,1500,2100,34,7.8
2013-01-01,MASTER LMD,18 mois après le diplôme,hommes,Sciences humaines et sociales>Histoire-géographie>Géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_02,Géographie,77,80,45,41,44,93,1620,25200,1400,1850,26,9.9
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Histoire-géographie>Géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_02,Géographie,77,77,43,41,39,88,1600,25000,1370,1950,40,9.3
2014-01-01,MASTER LMD,18 mois après le diplôme,hommes,Sciences humaines et sociales>Histoire-géographie>Géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_02,Géographie,76,81,42,40,39,89,1700,26500,1400,1950,35,9.3
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Histoire-géographie>Géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_02,Géographie,90,92,65,42,63,96,1900,29600,1630,2300,33,7.8
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes,Sciences humaines et sociales>Psychologie>Psychologie,SHS,0,Sciences humaines et sociales,disc09,Psychologie,disc09,Psychologie,96,97,90,36,65,76,1850,28900,1700,2170,44,7.2
2020-01-01,MASTER LMD,18 mois après le diplôme,hommes,Sciences humaines et sociales>Psychologie>Psychologie,SHS,0,Sciences humaines et sociales,disc09,Psychologie,disc09,Psychologie,94,94,85,37,55,77,1880,31800,1650,2140,32,6.9
2017-01-01,MASTER LMD,30 mois après le diplôme,hommes,Sciences humaines et sociales>Psychologie>Psychologie,SHS,0,Sciences humaines et sociales,disc09,Psychologie,disc09,Psychologie,92,95,88,33,72,74,1870,29100,1630,2280,39,7.8
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Information communication>Sciences de l'information et la communication,SHS,0,Sciences humaines et sociales,disc10,Information communication,disc10,Sciences de l'information et la communication,87,84,53,43,54,89,1700,26500,1450,2010,35,7.8
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes,Sciences humaines et sociales>Information communication>Sciences de l'information et la communication,SHS,0,Sciences humaines et sociales,disc10,Information communication,disc10,Sciences de l'information et la communication,82,69,41,41,49,86,1600,25000,1380,1900,30,9.9
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Information communication>Sciences de l'information et la communication,SHS,0,Sciences humaines et sociales,disc10,Information communication,disc10,Sciences de l'information et la communication,84,83,53,37,65,92,1800,28100,1500,2130,35,7.8
